TWEET,BELIEF,CONFIDENCE
what s a cheap easy way to curb climate change seal the leaks pr web press release newark nj prweb februa url,Yes,0.6707
africa and global warming lagos a group called the africa group whose spokes person is ethiopian leader meles url,Yes,0.6336
africa africa and global warming a group called the africa group whose spokes person is ethiopian l url africa,Yes,1
user yeah it wil be a hell of a snow storm what happened to global warming lol with luck it will by pass nyc,No,0.6657
officials back climate change science at delhi talks bbc news new zealand heraldofficials back climate change s url,Yes,1
officials defend climate science officials at un led talks in india insist climate change science is still very url,Yes,1
tv ad targets sen barrassos climate stand url stop global warming,Yes,0.6462
global warming in the hot seat by keith yost staff columnist in november 2 9 hackers released of thousands of url,No,1
global warming in the hot seat by keith yost staff columnist in november 2 9 hackers released of thousands of url,No,0.659
climate change a scam to curb global population utah legislator says fact check of hjr12 points 1 proposed url,No,1
to greens i was worse than a child abuser o url global warming swindle,No,0.7001
the global climate yes its still warming climate scientists,Yes,1
utah lawmaker mike noel targets global warming lawsuits a utah legislator who is one of the most ardent critics url,No,0.6772
news how to talk to your friends about climate change i have found solace in the words of dmitry orlov and many other url,Yes,1
video fuel for climate change skeptics the un s climate chief admitted scientists made mistakes in a major study url,No,1
this is not good news co2 may cause even more global warming than originally thought url eco green globalwarming,Yes,1
enlisting a drug discovery technique in the battle against global warming scientists in texas are reporting that url,Yes,0.6639
federal agency denies endangered species protections for tiny pika climate change might be hurting some url,Yes,1
pika denied protection by u s fish and wildlife service salt lake city climate change might be hurting some po url,Yes,1
rt user ensure the participation of indigenous peoples in un climate change policies url,Yes,1
pika denied protection by u s fish and wildlife service salt lake city climate change might be hurting some po url,Yes,1
climate change is leading to a decrease in canada s wolverine population which joke to make url,Yes,1
video fuel for climate change skeptics url,No,1
user by the way you tweet pro climate change bs and you don t care one way or the other,No,0.6977
video climate change is a clear and present danger christopher field ph d is the director of the department o url,Yes,1
mixed metaphors from user global warming it s all about land use url via user,No,0.5348
5 tips to reduce global warming global warming 5 tips to reduce global warming actually we do not require rad url,Yes,1
wondering if i am going to get stuck in dc due to the expected 2 feet of snow where are you global warming fb,No,0.6549
url sci amer data supports green roof use,Yes,0.6721
house committee seeks to keep global warming laws out of utah utah lawmakers want to send a strong message to the url,No,1
rt user rt user ignoring previous claims by experts redstate attacks dhs for citing climate change as national url p2,Yes,0.3434
tennis great star billie jean king encourages everyone to take mass transit a great way to help fight climate change url,Yes,1
rt user east coast is going to get pounded with snow again stupid global warming,No,0.6673
east coast is going to get pounded with snow again stupid global warming,No,0.6734
rt user rt user new vid on climate change indigenous peoples url by user user robby romero,Yes,1
rt user ignoring previous claims by experts redstate attacks dhs for citing climate change as national url p2,Yes,0.672
solar radiation management dr strangelove s fix for global warming ever hear of solar radiation management no url,Yes,1
user under obama probably not unless it s used to tie up global warming deniers,Yes,0.6553
user ps now unions can promote climate change all the way up2 election day how did scotus hurt climate change,Yes,0.7144
124 toyota prius have had break failures leading to a 2 billion recall tried to slow global warming but couldn t stop what a shame,Yes,0.6768
africa continent gets u s 29 72 billion to combat climate change url,Yes,1
africa2day africa continent gets u s 29 72 billion to combat climate change developed countries have set url,Yes,1
africa continent gets u s 29 72 billion to combat climate change developed countries have set asid url africa,Yes,0.6275
i do love seeing ice chunks in the east river it s like our little earth is just fighting global warming tooth and nail,Yes,1
florida agencies issue global warming red alerts url,Yes,1
penn state to investigate scientist over global warming controversy penn state university will investigate a url,Yes,0.6691
predicting future climate change through sediments url science research,Yes,1
predicting future climate change through sediments url environment eco,Yes,0.6766
predicting future climate change through sediments url energy green,Yes,1
we take climate change seriously as a business we hold ourselves responsible for our impact learn how url,Yes,1
how climate change fanatics corrupted science michael barone gopusa url,No,1
rt user please digg forests are growing faster driven by climate change url,Yes,1
climate change seems to drive accelerated growth in trees says smithsonian environmental research center a good thing url,Yes,0.6821
user omg free speech maybe if there was more of it you would know climate change is a complete lie,No,0.6778
canada s wolverine population declines as result of climate change url,Yes,1
canada s wolverine population declines as result of climate change the wolverine a predator renowned for its str url,Yes,0.6685
fight against drugs and climate change top priority in eu peru agenda url via user,Yes,0.6941
climate change causes wolverine decline across canada url,Yes,1
user re where is the global warming if anyone would have found it it would be you where havent you looked yet,No,1
rt user rt user global warming on navy radar new normal for the arctic is to be not completely frozen new normal url,Yes,1
rt user global warming on navy radar new normal for the arctic is to be not completely frozen new normal url,Yes,0.6833
is freezing outside where in the world is global warming,No,0.6692
debunking the deniers of global warming page 1 url global warming swindle,Yes,0.6516
u n climate chief defends panel s global warming findings yvo de boer acknowledged that some mistakes were made url,Yes,0.6751
global warming petition project url,Yes,0.6576
climate change european firms see windfall in renewable energy berlin feb 3 ips european governments fail url,Yes,1
global warming research grant in danger of fund freeze a top member of congress wants president obama to freeze url,Yes,0.3701
rt user global warming update cont major winter storm gt url,Yes,1
global warming update cont major winter storm gt url,Yes,0.6909
global warming update maj storm will impact much of the us dc bal phi ny these cities received 2 to 4 times their norm snowfall,Yes,0.6283
global warming update major winter storm will impact much of the u s note d c balt phil nyc these url,No,0.5275
lord smith warns climate change argument has been undermined by climategate the fight to tackle climate change url,Yes,0.5552
p url global warming solutions innovation has climate change in hand,Yes,1
how to shape a global approach to climate change more davos less denmark only one month after the copenhagen co url,Yes,1
rt user missing heat may affect future climate change current observational tools cannot account for roughly half url,Yes,1
how to shape a global approach to climate change more davos less denmark only one month after the copenhagen co url,Yes,0.6789
how to shape a global approach to climate change more davos less denmark url,Yes,1
abbott s climate change policy live chat with environment reporter adam morton logically power generators are o url,Yes,1
obama battles to keep global warming biofuels initiatives on track amid doubts about climate change legislation url,Yes,0.6783
rt user climate change and the amazon rainforest url,Yes,1
go green toolshed blog archive global warming is crap url,No,0.6441
watching joseph d aleo full interview on global warming hoax at vodpod url,No,1
user this article doesn t actually get really scary until you read all the global warming is a myth comments url,Yes,0.6845
rt user climate change causes wolverine decline across canada url,Yes,1
nytimes california sets up statewide network to monitor global warming gases url,Yes,1
global warming good for trees washington global warming is good news for trees which are thriving in higher url,No,0.6432
any legitimate efforts by scientists to mislead and missrepresent their global warming findings i haven t heard any implications yet,Yes,0.3643
user too whiche lie or distortion of the truth are you referring the congressional perks or global warming,No,1
global warming is a fairy tale url dick chaney didn t drive an suv 2 years ago maybe,No,1
ipcc chief pachauri speaks to indian univ about climate change skeptics glaciergate treaties url via user,Yes,0.6837
global warming is a fairy tale url,No,1
put end to the stupid global warming crap ask perverts to explain the time between ice ages george and dick driving suv s i suppose,No,1
user you are such a cocksucker global warming is fake you should be put in prison stop trying to push your lies on america,No,1
sen lindsey graham i care equally about immigration and climate change i ll sit down with my c url,Yes,0.4834
who s worried about sea levels rising from global warming al gore buys 8 8 million ocean view villa url,No,0.5213
climate change increases heat waves floods epa washington reuters deaths from heat waves property da url,Yes,1
rt user earth to congress the current climate change legislation threatens to do more harm than good url,No,0.6716
resilience to climate change in western kenya humanitarian news url via user,Yes,1
eu china agree closer links on climate change humanitarian news url via user,Yes,1
have you stolen our global warming rt user it s so damn hot for holland 78 f,Yes,0.3522
veterans organization says climate change a security threat scnow url via user,Yes,1
plan now for climate change says researcher gt foodweek online gt main features page url via user,Yes,1
earth to congress the current climate change legislation threatens to do more harm than good url p2 climatechange,No,0.6205
irony deficient wapo on faith frets about climate change newsbusters org url via user,Yes,1
heather taylor miesle climate change cannot wait humanitarian news url via user,Yes,1
these guys just make me sick user reid set to move on climate change bill before immigration url tcot,No,1
combating climate change lessons from the world s indigenous peoples quix url via user,Yes,1
rt user charlie crist 2 1 my independent candidacy is a result of mental illness caused by global warming,Yes,0.5223
epa says climate change is causing storms heat waves url,Yes,1
climate change indicators in the united states url via user,Yes,1
climate change science data collection on global warming sustainablog url via user,Yes,0.6371
some cool mind maps about global warming url climate,Yes,1
amsterdam business leaders convene to address global climate change humani url via user,Yes,0.6672
e p a makes its case on climate change the e p a releases a glossy report to help americans make sense of clima url,Yes,0.6135
usa weekly climate change policy update april 26 2 1 url,Yes,1
semi believable evidence that climate change causes earthquakes and volcanoes url via user,Yes,0.6324
rt user global warming profiteering in the obama administration url tcot right rightblogs teaparty,No,0.6844
climate change bill shouldn t fall victim to immigration reform url via user,Yes,1
rt user how about vageruption url,Yes,0.6722
lisa p jackson epa s most ignorant black woman besides michelle obama seen in long time global warming has been debunked stupid ho,No,1
what climate change means for the wine industry wired science wired com url via user,Yes,1
green party climate change only greens have answers url news tv business media politics,Yes,0.6991
why climate change will make your allegeries worse url,Yes,1
impacts of climate change and how native people are responding coast salish gather url via user,Yes,1
rt user brt s climate resolve see change initiatives help biz develop tangible sustainability solutions url,Yes,0.7009
rt user brt s climate resolve see change initiatives help biz develop tangible sustainability solutions url,Yes,0.6688
it s climate change day today ask the climate question url via user,Yes,1
more global warming profiteering by obama energy official url via user,No,0.6885
bolivia people s conference calls for system change not climate change grist url via user,Yes,0.6464
tories could put climate change agreement at risk uk politics uk the i url via user,Yes,0.6421
in new blow to climate change russia s top weatherman winter now drawing to a close in siberia may turn out to be the coldest on record,Yes,0.6377
deep ocean current off antarctica found climate change msnbc com url via user,Yes,0.6615
the white house wants churches to advance its climate change agenda kosmosnet url via user,Yes,0.7151
last chance for climate change legislation humanitarian news url via user,Yes,0.6584
you and us and me developing nations climate change treaty in 2 1 ap url via user,Yes,0.7178
bbc lectures us incessantly on climate change so why did their bosses make 68 url via user,No,0.6917
developing nations climate change treaty in 2 1 ap humanitarian news url via user,Yes,0.646
climate change fraud cap and trade treason url via user,No,1
the winds of climate change url energy,Yes,1
fuck climate change reulators there is no science to validate the rules or regulations get fucked enjoy,No,0.668
lindsay grahamneeds the dick pulled out of his ass re climate change regulation dumbass sc senator needs a horse fucking,No,0.499
climate change regulation is a stupid thought waste of time been disproved by ones who initiated hypothosys idiots,No,1
fuck lindsay graham rino 4 pulling out of climate change regulation dickhead knew it was dead any excuse to abandon support,Yes,0.7086
climate change regulation is absolute politaical suicide reports science data all concur that climate change is imaginary,No,1
fuck lindsay graham john kerry on the climate change law have they not been reading the astute reaffirmations that it is bunk science,No,1
south africa hosts talks on climate change news aggregated by newzfor me url via user,Yes,0.6774
climate bill placed on hold over senate dispute ap ap long awaited climate change legislation was put on url,Yes,0.6354
graham threatens to pull energy bill sponsorship senator lindsey graham a central architect of a climate change url,Yes,0.6094
last chance for climate change legislation the christian science monitor csmo url via user,Yes,0.6375
immigration decision endangers climate change bill filed under senate house democrats republicans barack oba url,Yes,1
you and us and me climate change whale poop to the rescue url via user,Yes,1
you and us and me or maybe the dems will abandon climate change url via user,No,0.7073
professor steven cohen writes on weather vs climate change url,Yes,0.7076
warming wins global warming war environment url,Yes,0.6581
climate scientist sues newspaper for poisoning global warming debate green url,Yes,1
climate change blog california academy of sciences url via user,Yes,1
the good news about the very bad news about climate change good blog good url via user,Yes,0.6617
you and us and me on the frontline of climate change joseph huff hannon url via user,Yes,0.635
putting people first psychology climate change and sustainable behaviour url via user,Yes,0.6554
global warming causes earthquakes suuuuure it does url tcot,No,1
favorites groups i m in because of the irony global warming frauds and douchebags nuff said i love you too,No,0.4797
on the frontline of climate change joseph huff hannon comment is free gua url via user,Yes,1
climate change resources on the affects of climate change on human health url via user,Yes,1
ice covered volcanoes may answer climate change questions latimes com url via user,Yes,1
photo of the day a polar bear in nunavut it is listed as threatened faces critical danger due to global warming url,Yes,1
photo of the day a polar bear in nunavut it is listed as threatened faces critical danger due to global warming url,Yes,1
video dem congressman climate change is a national security issue url tcot,Yes,1
top line nfl s dhani jones on climate change important for me to act the url via user,Yes,0.68
the good news about the very bad news about climate change grist url via user,Yes,0.6777
beyond climate change the ecological threat that s bigger than climate change url via user,Yes,0.6714
evo morales don t shut out developing nations from climate change negotia url via user,Yes,1
impacts of climate change extend to human health scientific american url via user,Yes,0.6912
third of farmers hit by climate change 23 4 2 1 farmers weekly url via user,Yes,0.7024
world news australia whale poo may help fight climate change url via user,Yes,1
nice a reasonable challenge to the global warming hype url tcot p2 earthday,No,1
bmi special report networks hide the decline in credibility of climate change s url via user,Yes,0.4728
scientists use of computer models to predict climate change is under attack url,Yes,0.7025
the global warming hoax houston expert talks climate alarmist pollution culturemap url houston,No,1
having publicly bought the global warming lie some stay loyal like lindsay graham others r paid by al gore or just stupid,No,1
acidic oceans worsening experts warn climate change msnbc com url via user,Yes,1
the tories are all about branding not substance on climate change the labou url via user,Yes,1
rt user on earth day if al gore sees his shadow we have six more weeks of climate change,No,1
sea change in climate change regulation may be too good to be true url,No,0.6558
in honor of earthday here is a brochure from 1992 about global warming url,Yes,0.6151
global warming next chapter url envnewsnet,Yes,0.6343
user too bad about the cold and snow that s global warming for ya,No,0.6507
rt user global warming movement is a fraud when u have 2 fudge the data 2 prove yr hypothesis that isn t science tcot,No,1
understanding climate models what are emics url susanne weber explains in this wires climate change advanced review,Yes,0.6823
climate change increasing poverty and vulnerability in ethiopia url via user,Yes,1
buying carbon offsets may ease eco guilt but not global warming url bobsyouruncle,Yes,0.6762
rt user earthday has been going on since the 7 s yet global warming is continuing to depreciate the earth we gotta do better,Yes,1
i am ban ki moon and i just worried about climate change idol stupidness,Yes,0.6291
put an end to the stupid global warming crap ask perverts to explain the time between ice ages george and dick driving suv s i suppose,No,0.6905
global warming is a fairy tale url bobsyouruncle,No,1
live from the front line of climate change luis rojas tells us how climate change is impacting his community url,Yes,0.686
fear of flying climate change and air travel planetizen url via user,Yes,0.7189
can federal courts help tackle global warming url via user eco,Yes,0.6508
the most important event in the struggle against climate change nigerian url via user,Yes,0.6819
senators prepare compromise climate change bill reuters url,Yes,0.6991
confirmed global warming url via user,Yes,0.6362
nasa s gift to earth a climate change supercomputer just in time for earth day a new nasa data url via user,Yes,0.6552
nasa earth exchange program uses supercomputer to improve climate change re url via user,Yes,0.653
hard hitting documentry on climate change effects in bolivia url,Yes,1
global warming is a fairy tale url,No,0.6981
rt user ash from iceland s volcano sweeping across europe are volcanoes being triggered by global warming url p2,Yes,0.6274
inconvenient youth is the new one stop shop for teens fighting climate change m url via user,Yes,0.662
tune in to the live webcast on global climate change issues humanitarian news url via user,Yes,0.6714
news flash global warming solved icelandic volcanic eruption spews ash to lower earth s temperature,Yes,0.6853
lib dems get climate change but do the sums add up left foot forward url via user,No,0.697
global warming climate scientists investigate lost heat url via user news,Yes,0.6717
ten most wanted plants inspected for clues to climate change url via user,Yes,1
beavers sign up to fight effects of climate change global warming discover url via user,Yes,1
state dept declares global warming unequivocal primarily human induced vs poll 4 out of 5 americans don t trust washington,No,0.6895
serious question will environmentalists still blame humans for climate change after this volcano url,No,0.7129
user climate change would increase co2 coffee trees love co2 so no worries global warming won t kill coffee,No,0.6974
tweetdeck is frozen there is no global warming p2,No,1
user read the military report on climate change if you don t believe in it,Yes,0.7175
ask pablo what impact will the volcano in iceland have on climate change t url via user,Yes,1
world people s conference on climate change url via user,Yes,0.6927
can capitalism fix climate change links international journal of sociali url via user,Yes,0.6446
the great beyond can climate change make the bed rock url via user,Yes,0.6839
you and us and me unfccc kyoto protocol and climate change url via user,Yes,0.6812
video common distortions by climate change deniers exposed frogblog url via user,Yes,1
bolivia climate change talks to give poor a voice humanitarian news url via user,Yes,1
warming could wake up volcanoes a thaw of ice caps in coming decades caused by climate change may trigger more vo url,Yes,1
bring indigenous voices into the conversation about climate change url via user,Yes,0.6705
you and us and me architects to design green communities vs climate change url via user,Yes,0.6909
climate change green energy talks on tap at earth day events url,Yes,0.6315
missing heat may affect future climate change humanitarian news url via user,Yes,1
prospects for coordinated global action on climate change bravenewclimate url via user,Yes,1
global warming salving our conscience at the expense of the poor here in the us we began using coal in industri url,Yes,0.6621
feel free to doubt climate change just don t deny it humanitarian news url via user,Yes,1
you and us and me feel free to doubt climate change just don t deny it url via user,Yes,1
critics of president obama and his climate change bill another earthquake just strikes papua new guinea trust obama,Yes,0.6581
missing heat build up may affect future climate change humanitarian news url via user,Yes,1
feel free to doubt climate change just don t deny it environment the obser url via user,Yes,1
is this the end of migration climate change environment the independent url via user,Yes,0.6602
can a book on geoengineering change the climate conversation url cleantech,Yes,0.6948
spanish companies waking up to the call of climate change csr international url via user,Yes,1
girl on the right blog archive climate change making it up as they go along url via user,No,0.6321
weekly mulch cochabamba summit to combat climate change innovatively blog n url via user,Yes,1
from drunken party girl to climate change activist the la progressive url via user,Yes,0.6562
user i tend to think that climate change is a result of these processes,Yes,1
user what bugs me is the media suggests that climate change is driving these processes and many assume anthropogenic causes,No,0.7132
user user can t wait 4 ur tweets url world people s conf on climate change motherearth rights cochabamba green,No,0.6203
state of the birds report shows climate change impacts to wetland g hu url via user,Yes,1
new zeal climate change scamsters to go global url via user,No,0.6921
climate change and the rights of mother earth indian country today archive url via user,Yes,0.66
markey presses coal ceos on climate change denialism future of the industry i url via user,Yes,1
from tobacco to climate change merchants of doubt undermined the science url via user,Yes,1
weekly mulch cochabamba summit to combat climate change innovatively rabble ca url via user,Yes,0.6809
climate change bolivia in defence of pachamama ips ipsnews net url via user,Yes,0.6526
reuters alertnet climate change migration could complicate polio eradica url via user,Yes,0.6908
coalition of the tired of waiting fighting climate change at ground level url via user,Yes,1
obama says china can t wait on climate change url,Yes,0.6519
tea party supporters far less informed about climate change than general pu url via user,Yes,0.6876
head of marketing and campaigns new national campaign on climate change j url via user,Yes,0.6634
rt user why climate change will be good for makers of anti allergy meds url,Yes,1
google climate change chief wants price on carbon environment guardian co uk url via user,Yes,1
all 3 major league baseball teams throw curve to climate change deniers url,Yes,1
user all 3 parties have not placed enough emphasis on this aspect of climate change in their relevant manifestos,Yes,1
report allergy season to get worse with climate change time com humanita url via user,Yes,1
missing heat may affect future climate change url via user,Yes,1
tea party supporters far less informed about climate change than the general pu url via user,Yes,0.6771
climate change worldviews url,Yes,0.6664
volcano could mean cooling acid rain climate change msnbc com url via user,Yes,1
rt user journalism teamwork experiment on mon 4 19 news orgs join forces to explore climate change user,Yes,0.6538
missing heat may affect future climate change url via user,Yes,0.7103
allergies really bad this season you should blame global warming url via user,Yes,1
report allergy season to get worse with climate change nwf found global warming will likely increase pollen count url,Yes,1
prediction time to investigate the socialist democrat political manipulation of global warming data fines and jail time to follow,No,1
vertical growing spaces climate change adaptation strategy url via user,Yes,0.6208
allergies worse climate change could be culprit study finds green house us url via user,Yes,0.6472
houston chronicle the heat goes on after a blitz by climate change skep url via user,Yes,1
can a book on geoengineering change the climate conversation url,Yes,0.6216
align your business strategy with climate change laws get carbon ready with ernst young s help url energy user,Yes,0.6634
all 3 major league baseball teams throw curve to climate change deniers c url via user,Yes,1
climate change is not a terrorist matter henry porter comment is free url via user,Yes,0.7094
obama china must act soon on climate change cbs news url via user,Yes,1
rt user scientists say global warming will cause the world s oceans to rise 5 feet this can mean only one thing justin bieber is going to drown,Yes,0.6511
exposing global warming crapola url,No,1
farmers at the frontline of climate change url,Yes,1
we the people will now speak on climate change and rights of our mother earth url via user,Yes,0.6967
rt user scientists say global warming will cause the world s oceans to rise 5 feet this can mean only one thing justin bieber is going to drown,Yes,0.6638
worldchanging bright green stabilizing climate change and keeping oil in t url via user,Yes,0.6563
snowmen picketing in lethbridge at rick cassons office over climate change twee url via user,No,0.359
rt user scientists say global warming will cause the world s oceans to rise 5 feet this can mean only one thing justin bieber is going to drown,Yes,0.6655
user can you say global warming hmpft lol,No,0.6487
global warming next chapter url globalwarming,Yes,1
rt user climate change hive mind starting mon 4 19 news orgs team up to explore the impacts of our warming planet,Yes,0.6308
energy news vattenfall s ceo on clean energy and not being a lone wolf on climate change lars jo url energy garp,Yes,0.6545
vattenfall s ceo on clean energy and not being a lone wolf on climate change lars josefsson who this week ste url,Yes,0.678
lighthouse keepers logbooks shed light on climate change the scotsman url via user,Yes,0.6729
feeling the heat down under when it comes to climate change humanitarian news url via user,Yes,1
photojournalism at world people s conference on climate change and the rights of mother url via user,Yes,0.6877
rt user rt user governor christie will cut all 65 million from nj s global warming fund url awesome,No,0.6768
some republicans say open to us climate change bill some prominent republican senators expressed openness tuesday url,Yes,0.6972
url u s document calls for global regime,Yes,0.6952
using case studies to research the impact of climate change on vulnerable communities overview of the hows whats whys url,Yes,1
climate change scientists turn to inuits for research url via user,Yes,1
hibernating bear woken early by global warming 15 april 2 1 nature conservation division ncd and forestry url,Yes,0.6749
to advance study of effective management of climate change ms lgroup partners url,Yes,1
don blankenship calls efforts on mine safety regulation as silly as global warming url via user,No,0.4889
local climate change conference blue mountains australia 29 august 1st september 2 1 url,Yes,0.6434
hibernating bear woken early by global warming 15 april 2 1 nature conservation division ncd and forestry url,Yes,0.6723
counting down to the world people s conf on climate change user user 19 22 april watch live url wpccc,Yes,1
australia the climate change waiting game what you should be doing now url,Yes,1
greenpeace claims big oil behind climate change skeptics humanitarian news url via user,Yes,0.7035
climate change talks yield small chance of global treaty humanitarian news url via user,Yes,0.6741
weather channel founder wants to sue al gore for global warming fraud url,No,0.7069
un process in danger unless world agrees on climate change telegraph url via user,Yes,0.708
copenhagen brought change of climate in sino india ties ramesh humanitaria url via user,Yes,0.6996
don t kill bill save the climate change accountability act it s getting hot in url via user,Yes,1
climate change rich nations threaten poorer ones with fund cut for not signi url via user,Yes,0.6554
beaherotoday info ice age theories warming up signs of the times news the global ice age theories warming url,Yes,0.6747
pulitzer prize author brings global warming to light in chelsea dr henry pollack professor emeritus at the url,Yes,1
new blog post tell your senators to stop the delay on climate change legislation url,Yes,1
i m glad we re expanding off shore oil drilling to solve long term energy security climate change problems look at the dividends in la,Yes,1
user please name a time in earth s history when there wasn t climate change the climate always has and always will change,Yes,0.6245
pulitzer prize author brings global warming to light in chelsea dr henry pollack professor emeritus at the url,Yes,0.6659
user no not sad i think it s very smart just so you know the global warming is freezing me today,No,1
by end of century climate change will cause chicago to feel like texas according to ecologist rigggghhhht url,No,0.6971
new blog post elpc joins 3 organizations in asking senate to address climate change this year url,Yes,0.6737
new blog post epa issues report on u s climate change indicators url,Yes,1
ok whale poop could help fight climate change url tcot teaparty sgp,No,0.666
still only 44 degrees in chicago this global warming is just too much have to cut grass hate to work outside when it s cold,Yes,0.6599
rt user west mediterranean countries unite on climate change afp the countries of the western mediterranean monday call url,Yes,0.6764
why did harry reid anger graham putting senate version of climate change bill on life support url,Yes,0.6892
climate change rally outnumbers tea partiers 1 to one url,Yes,0.6643
user i believe in common sense climate change legistlation i want free education for all i want immigration reform to give,Yes,0.635
checking out global warming to blame for icelandic volcanic eruption on freedom pub url climategate green tcot agw,Yes,0.6778
user climate change is now on facebook become a fan keep up w the climate science buzz url rt user,Yes,0.6669
tp action figure pls rt user tugboat phil is our 1 hope against global warming he is the sensible yin to the algore yang redeye,Yes,0.6514
ice covered volcanoes may answer climate change questions latimes com url volcanoes climatechange,Yes,0.6645
from tobacco to climate change merchants of doubt undermined the science review of naomi oreskes url 1 2,Yes,0.6812
rt user article on climate change as civil rights issue url air has piece on how caa stds impede environmental justice,Yes,0.6415
checking out global warming to blame for icelandic volcanic eruption on freedom pub url iceland tcot tlot climate,Yes,0.6691
62 support environmental movement but 48 told gallup global warming is exaggerated url globalwarming,Yes,0.4403
top british statistician assaults global warming data url via user,No,0.6796
rt user user perhaps denial of climate change denial that capitalism is not sustainable url,Yes,1
time to make your voices heard on climate change url tcot tlot,Yes,1
international environmental justice court needed say participants at people s world conference on climate change url,Yes,0.6988
seriously though when did the conservative view become i m going to destroy the environment because global warming isn t real,Yes,0.6782
special report networks hide the decline in credibility of climate change science url,No,0.6841
special report networks hide the decline in credibility of climate change science url,No,0.5246
why should trust scientists with global warming if they didnt know pluto wasnt a fucking planet,No,1
global warming advocates are facing a crisis of credibility,No,0.6834
usw a leader among unions on issue of climate change 1 of 1st unions to endorse climate change bill url ugh,Yes,1
top 1 surprising results of global warming url earthday,Yes,1
rt user new special report networks hide the decline in credibility of climate change science url please rt,No,1
user nuclear winter will ensue so much 4 global warming ppl can not control the planet only influence it,No,0.7146
rt user global warming graph attacked by study url hhrs tcot tlot teaparty,No,0.3513
heartland analyst state dept global warming report is laughable url tcot tlot,No,0.7108
my pc s a hand crank user i support the world ppls conf climate change in bolivia watch live now til apr 22 url,Yes,0.6949
climate change is heating up in washington clean air cool planet just published a handy guide to the issue url,Yes,0.6755
bolivia climate change summit in second life on flickr photo see url url,Yes,0.695
news global warming science math says icleand volcano has released enough co2 to destroy earth 7 times,Yes,0.6592
i ll believe in global warming climate change when we have a control planet yet i still have all cfl lights no car and recycle wellduh,No,0.6789
our climate is changing just as we are changing do you believe in climate change,Yes,0.695
rt user people s conference on climate change rights of mother earth opening now watch live url,Yes,0.6722
climate scientists cleared but not u n scientists in climate scandal made no attempt to change global warming r url,No,0.5075
check out climate desk an interesting new collaboration dedicated to reporting on climate change url,Yes,0.6742
rt user budburst volunteers needed to look for ten most wanted plants to assess clues to climate change url,Yes,1
rt user state dept declares global warming unequivocal primarily human induced vs poll 4 of 5 americans don t trust washington,Yes,1
rt user u know wht wld b fun if the sierra club announced guns caused global warming talk abt yr ensuing govertainment,No,0.6582
does this mean they re sure state dept declares global warming unequivocal and primarily human induced url,Yes,1
new global warming alarmism from la times the world is running short on air pollution url tcot ocra,No,0.6862
betting on change corporations factor in climate exposure url,Yes,0.6743
knee jerk no fly ban discredits global warming alarmists url,No,0.6503
knee jerk no fly ban discredits global warming alarmists url,No,0.6695
what global warming 3wordslibshate,No,1
kerry climate change law could be the first step to getting a comprehensive clean energy policy url,Yes,1
states sue epa over a misquote the fight over climate change gets more ridiculous url,No,0.627
user plate tectonics is one of those scientific theories like global warming and evolution which will destroy families and raise taxes,No,1
climate change in britain at least is not exclusively a concern of leftist voters may6 green news guardian election,Yes,1
interesting rt user did all this ice come from global warming url,No,0.4833
user according to global warming science calculations the iceland volcano has released enough co2 to kill the earth 298 times over,No,0.6551
according to global warming science calculations the iceland volcano has released enough co2 to kill the earth 298 times over,No,0.6978
rt user ridiculous giving climate change denier nature show keep sarah palin off discovery url via user,Yes,0.6611
user lol i was watching a global warming horror movie when my phone wanted to change it to hippie,No,0.6871
gregory unruh oven dial or light switch carbon lock in and abrupt climate change well over a decade ago i bec url,Yes,1
just finished watching the thaw and if you get past the global warming propaganda in thebegin end it still sucks i give it2 broken thumbs,No,0.6437
watching the liberal global warming horror movie the thaw 2 9 yippie,No,1
brad delong s prescription for battling climate change economics blogger bradford j delong has posted a plea for url,Yes,1
the earth is moving dynamic forces r shaping the planet btw volcanic activity can cause global winter take that global warming,No,0.6651
gregory unruh oven dial or light switch carbon lock in and abrupt climate change well over a decade ago i bec url,Yes,1
al gore refuses to do interview on global warming hoax,No,0.6877
a good book on climate change for your summer reading list url tcot tlot,Yes,1
iceland has chosen a curious way to fight global warming,Yes,0.6387
maria rodale back to the nursery it s planting time it s only early april but global warming has given me a url,Yes,1
senators prepare compromise climate change bill url,Yes,0.5504
rt user rt user glacier triggers tsunami this will cause worse than global warming the east coast will be url,Yes,1
rt user user accumulating evidence of the corrupted us temp record global warming climate changeurl volcano,Yes,0.6163
glacier triggers tsunami this will cause worse than global warming the east coast will be underwater and england all this in one day oy,Yes,0.6717
my new hero rt user gov christie will cut all 65 million from nj s global warming fund url,No,1
tell rupert murdoch to get his facts straight on climate change url foxnews globalwarming saveterra 2,Yes,0.692
tell rupert murdoch to get his facts straight on climate change url foxnews globalwarming saveterra 3,Yes,0.6446
tell rupert murdoch to get his facts straight on climate change url foxnews globalwarming saveterra 4,No,0.6405
disclosing the business impacts of climate change case studies from industry leaders and analyses of trends and url,Yes,0.6725
tell rupert murdoch to get his facts straight on climate change url foxnews globalwarming saveterra 5,Yes,0.6501
tell rupert murdoch to get his facts straight on climate change url foxnews globalwarming saveterra 6,Yes,1
government safety regulators are as silly as global warming according to mine owner blankenship url tpp p2 tcot,No,0.6662
freakonomics blog a climategate victim and the state of the global warming problem url,No,0.6769
756 bad things attributed to global warming tlot agw url,Yes,1
